300.0	0.4745995751652071
300.0	0.4745995751652071
319.778	0.4115943110197565
339.556	0.34368706345558153
359.333	0.27765494208743996
379.111	0.2262217515232419
398.889	0.21997978532485807
418.667	0.20484169679393066
438.444	0.1919762855529338
458.222	0.18132751877715506
478.0	0.17291121937483897
497.778	0.16676468782468978
517.556	0.16291493824063316
537.333	0.16109366298073957
557.111	0.16095213171599068
576.889	0.16216865298024424
596.667	0.1644594118921055
616.444	0.16758054525917307
636.222	0.1713268093011658
656.0	0.17552806028453344
675.778	0.18004543066577605
695.556	0.18476682412386386
715.333	0.18960277379652515
735.111	0.1944828769644753
754.889	0.19935218653580922
774.667	0.20416867859666749
794.444	0.20890048028297242
814.222	0.21352439277551777
834.0	0.2180230181225944
853.778	0.22238546710866275
873.556	0.22660390516591153
893.333	0.2306739522892282
913.111	0.2345948041296077
932.889	0.23836679279576847
952.667	0.2419980248409211
972.444	0.24556009305522042
992.222	0.2494589090012012
1012.0	0.2550951678587922
1031.78	0.2652530110161481
1051.56	0.2824916512996706
1071.33	0.3058232877437539
1091.11	0.3319850731731878
1110.89	0.35254989141310944
1130.67	0.36543677283725884
1150.44	0.37099131712262223
1170.22	0.37385500434141195
1190.0	0.3758727564582425
